gas_meter_id,object_type
2405,Commercial object
2404,Commercial object
2403,Residential object
2402,Commercial object
2401,Residential object
2400,Residential object
2399,Residential object
2398,Residential object
2397,Residential object
2396,Commercial object
2395,Commercial object
2394,Commercial object
2393,Commercial object
2392,Commercial object
2391,Residential object
2390,Residential object
2389,Commercial object
2388,Commercial object
2387,Commercial object
2386,Residential object
2385,Residential object
2384,Residential object
2383,Residential object
2382,Commercial object
2381,Residential object
2380,Commercial object
2379,Residential object
2378,Residential object
2377,Residential object
2376,Commercial object
2375,Residential object
2374,Commercial object
2373,Residential object
2372,Residential object
2371,Commercial object
2370,Commercial object
2369,Residential object
2368,Commercial object
2367,Residential object
2366,Commercial object
2365,Commercial object
2364,Residential object
2363,Residential object
2362,Commercial object
2361,Commercial object
2360,Residential object
2359,Residential object
2358,Commercial object
2357,Commercial object
2356,Residential object
2355,Residential object
2354,Residential object
2353,Commercial object
2352,Residential object
2351,Commercial object
2350,Commercial object
2349,Commercial object
2348,Residential object
2347,Residential object
2346,Residential object
2345,Residential object
2344,Commercial object
2343,Residential object
2342,Commercial object
2341,Commercial object
2340,Residential object
2339,Commercial object
2338,Commercial object
2337,Residential object
2336,Residential object
2335,Commercial object
2334,Residential object
2333,Commercial object
2332,Residential object
2331,Commercial object
2330,Commercial object
2329,Commercial object
2328,Commercial object
2327,Commercial object
2326,Residential object
2325,Commercial object
2324,Commercial object
2323,Residential object
2322,Commercial object
2321,Residential object
2320,Commercial object
2319,Commercial object
2318,Residential object
2317,Commercial object
2316,Commercial object
2315,Residential object
2314,Residential object
2313,Commercial object
2312,Residential object
2311,Commercial object
2310,Commercial object
2309,Residential object
2308,Residential object
2307,Residential object
2306,Commercial object
2305,Commercial object
2304,Residential object
2303,Commercial object
2302,Residential object
2301,Residential object
2300,Residential object
2299,Commercial object
2298,Commercial object
2297,Residential object
2296,Residential object
2295,Commercial object
2294,Commercial object
2293,Commercial object
2292,Commercial object
2291,Residential object
2290,Commercial object
2289,Commercial object
2288,Residential object
2287,Residential object
2286,Residential object
2285,Residential object
2284,Residential object
2283,Commercial object
2282,Residential object
2281,Residential object
2280,Commercial object
2279,Residential object
2278,Residential object
2277,Commercial object
2276,Residential object
2275,Residential object
2274,Residential object
2273,Commercial object
2272,Residential object
2271,Commercial object
2270,Commercial object
2269,Commercial object
2268,Residential object
2267,Commercial object
2266,Commercial object
2265,Residential object
2264,Residential object
2263,Commercial object
2262,Residential object
2261,Residential object
2260,Residential object
2259,Commercial object
2258,Commercial object
2257,Residential object
2256,Commercial object
2255,Commercial object
2254,Commercial object
2253,Residential object
2252,Commercial object
2251,Residential object
2250,Commercial object
2249,Commercial object
2248,Commercial object
2247,Residential object
2246,Commercial object
2245,Residential object
2244,Residential object
2243,Commercial object
2242,Residential object
2241,Residential object
2240,Commercial object
2239,Residential object
2238,Residential object
2237,Commercial object
2236,Residential object
2235,Residential object
2234,Commercial object
2233,Residential object
2232,Commercial object
2231,Residential object
2230,Commercial object
2229,Commercial object
2228,Residential object
2227,Commercial object
2226,Residential object
2225,Residential object
2224,Commercial object
2223,Commercial object
2222,Commercial object
2221,Commercial object
2220,Residential object
2219,Residential object
2218,Residential object
2217,Commercial object
2216,Commercial object
2215,Residential object
