service_type_id,service_name,utility_company_id
2953,Provision of district heating services for apartment buildings,6517
2338,Provision of district heating services for apartment buildings,6619
800,Regular maintenance of elevators in residential buildings,3871
828,Supply of electricity for lighting and household needs of the residents,219
2436,Supply of drinking water for residents and businesses,345
720,Conducting seminars and trainings on energy efficiency for residents and businesses,1269
1164,Conducting seminars and trainings on energy efficiency for residents and businesses,671
2413,Provision of district heating services for apartment buildings,4421
1659,Provision of district heating services for apartment buildings,6752
503,Installing modern electricity meters to accurately record consumption,5115
648,Installation of energy-efficient lighting and heating systems,1207
2748,Regular maintenance of elevators in residential buildings,1028
2259,Supply of electricity for lighting and household needs of the residents,2003
902,Installing modern electricity meters to accurately record consumption,4428
1641,Supply of drinking water for residents and businesses,4189
2673,Provision of district heating services for apartment buildings,6952
747,Advising on the choice of energy-efficient technologies and equipment for households,3713
31,Supply of drinking water for residents and businesses,4113
1544,Supply of electricity for lighting and household needs of the residents,167
