services_id,rate_amount,service_type,rate_name,rate_category
1041,52.4,Servicing,Water supply,Tariffs for industry
1092,59.3,Installation of equipment,Electricity supply,Combined tariffs
3315,89.7,Servicing,Water supply,Preferential tariffs
2977,83.6,Energy supply,Gas supply,Tariffs for industry
2155,71.6,Installation of equipment,Heating,Tariffs for industry
1361,99.0,Servicing,Electricity supply,Economy tariffs
3411,51.5,Installation of equipment,Electricity supply,Discounted rates
3422,50.5,Servicing,Electricity supply,Standard tariffs
2788,91.6,Servicing,Water supply,Discounted rates
1268,63.9,Consulting,Heating,Combined tariffs
2728,95.5,Repair,Drainage,Discounted rates
2927,66.8,Servicing,Water supply,Discounted rates
1706,68.5,Consulting,Heating,Standard tariffs
2877,66.0,Repair,Heating,Combined tariffs
3921,92.1,Installation of equipment,Gas supply,Combined tariffs
841,78.5,Repair,Water supply,Discounted rates
1435,59.8,Servicing,Water supply,Economy tariffs
3222,53.2,Repair,Drainage,Combined tariffs
478,89.4,Repair,Electricity supply,Economy tariffs
358,95.3,Installation of equipment,Electricity supply,Economy tariffs
725,64.1,Servicing,Heating,Individual tariffs
1733,78.9,Installation of equipment,Drainage,Economy tariffs
738,78.0,Servicing,Electricity supply,Tariffs for industry
16,72.7,Installation of equipment,Heating,Discounted rates
1610,65.8,Repair,Electricity supply,Standard tariffs
3250,52.4,Repair,Water supply,Economy tariffs
2111,78.5,Servicing,Heating,Preferential tariffs
1918,86.3,Installation of equipment,Electricity supply,Combined tariffs
550,83.0,Installation of equipment,Gas supply,Discounted rates
99,70.4,Energy supply,Drainage,Preferential tariffs
2375,65.3,Repair,Water supply,Economy tariffs
569,93.4,Repair,Water supply,Standard tariffs
417,57.8,Servicing,Drainage,Economy tariffs
477,92.2,Repair,Electricity supply,Individual tariffs
1561,74.6,Repair,Electricity supply,Discounted rates
1910,56.5,Servicing,Drainage,Economy tariffs
1380,53.8,Servicing,Electricity supply,Preferential tariffs
1295,77.2,Servicing,Gas supply,Discounted rates
1591,58.6,Repair,Drainage,Economy tariffs
220,91.9,Repair,Drainage,Tariffs for industry
817,65.1,Servicing,Gas supply,Economy tariffs
1716,54.6,Repair,Water supply,Preferential tariffs
2333,90.4,Consulting,Electricity supply,Preferential tariffs
771,58.1,Servicing,Heating,Standard tariffs
455,97.8,Consulting,Heating,Tariffs for industry
2240,70.3,Servicing,Water supply,Tariffs for industry
3338,66.2,Consulting,Water supply,Discounted rates
3254,52.1,Installation of equipment,Heating,Tariffs for industry
3767,90.7,Installation of equipment,Gas supply,Individual tariffs
3807,57.9,Energy supply,Water supply,Economy tariffs
1764,95.1,Energy supply,Water supply,Combined tariffs
3283,67.5,Installation of equipment,Water supply,Tariffs for industry
1699,51.2,Repair,Water supply,Preferential tariffs
3615,74.8,Energy supply,Water supply,Combined tariffs
744,97.5,Servicing,Electricity supply,Individual tariffs
2484,71.9,Servicing,Water supply,Combined tariffs
2755,70.9,Servicing,Gas supply,Economy tariffs
1767,81.7,Energy supply,Gas supply,Economy tariffs
1864,75.3,Consulting,Gas supply,Individual tariffs
2766,82.3,Consulting,Electricity supply,Combined tariffs
1767,60.8,Installation of equipment,Drainage,Individual tariffs
617,55.6,Servicing,Electricity supply,Discounted rates
1470,85.0,Consulting,Gas supply,Discounted rates
1729,89.7,Installation of equipment,Electricity supply,Combined tariffs
19,67.5,Repair,Drainage,Combined tariffs
2409,55.6,Energy supply,Heating,Discounted rates
2782,76.0,Energy supply,Electricity supply,Individual tariffs
2037,84.7,Servicing,Gas supply,Individual tariffs
1956,78.3,Installation of equipment,Water supply,Economy tariffs
1415,53.9,Consulting,Electricity supply,Standard tariffs
1942,73.5,Consulting,Drainage,Individual tariffs
1302,67.5,Repair,Gas supply,Economy tariffs
1441,51.4,Repair,Heating,Combined tariffs
1217,51.3,Installation of equipment,Heating,Standard tariffs
974,85.2,Repair,Electricity supply,Individual tariffs
1613,79.6,Installation of equipment,Drainage,Standard tariffs
2013,61.9,Repair,Heating,Preferential tariffs
3478,87.8,Repair,Electricity supply,Discounted rates
3903,61.9,Servicing,Heating,Standard tariffs
3749,77.7,Energy supply,Drainage,Economy tariffs
2590,61.3,Energy supply,Water supply,Standard tariffs
2809,80.7,Consulting,Electricity supply,Standard tariffs
1572,62.0,Servicing,Electricity supply,Individual tariffs
2466,81.6,Servicing,Electricity supply,Combined tariffs
3674,53.8,Servicing,Drainage,Individual tariffs
155,67.1,Installation of equipment,Heating,Preferential tariffs
2136,75.3,Repair,Water supply,Tariffs for industry
991,56.1,Installation of equipment,Water supply,Individual tariffs
3588,51.1,Servicing,Heating,Individual tariffs
1639,68.8,Servicing,Heating,Preferential tariffs
747,89.0,Consulting,Drainage,Discounted rates
3498,72.1,Consulting,Water supply,Standard tariffs
2477,54.1,Energy supply,Drainage,Combined tariffs
1268,65.8,Consulting,Heating,Economy tariffs
1397,89.9,Servicing,Gas supply,Combined tariffs
626,82.6,Energy supply,Gas supply,Standard tariffs
613,64.2,Consulting,Water supply,Combined tariffs
2832,58.0,Repair,Gas supply,Economy tariffs
1992,50.8,Repair,Drainage,Individual tariffs
2563,95.5,Servicing,Water supply,Tariffs for industry
2006,78.2,Energy supply,Electricity supply,Combined tariffs
3200,77.5,Servicing,Electricity supply,Preferential tariffs
1193,85.8,Servicing,Gas supply,Preferential tariffs
3103,94.0,Installation of equipment,Electricity supply,Economy tariffs
223,82.2,Installation of equipment,Drainage,Discounted rates
1849,79.0,Consulting,Gas supply,Combined tariffs
1381,57.5,Servicing,Electricity supply,Individual tariffs
3828,72.1,Energy supply,Drainage,Standard tariffs
1269,68.2,Installation of equipment,Heating,Individual tariffs
3068,51.2,Consulting,Electricity supply,Standard tariffs
3991,85.0,Installation of equipment,Electricity supply,Discounted rates
2275,79.1,Installation of equipment,Electricity supply,Standard tariffs
1831,50.4,Energy supply,Drainage,Standard tariffs
1149,95.0,Energy supply,Heating,Individual tariffs
2313,90.6,Consulting,Water supply,Tariffs for industry
801,76.8,Consulting,Gas supply,Preferential tariffs
508,98.3,Repair,Water supply,Combined tariffs
2528,95.7,Servicing,Drainage,Combined tariffs
3686,74.5,Repair,Gas supply,Combined tariffs
1524,93.6,Consulting,Water supply,Discounted rates
1372,66.5,Consulting,Electricity supply,Economy tariffs
495,58.3,Consulting,Water supply,Preferential tariffs
3631,68.3,Energy supply,Gas supply,Standard tariffs
3485,78.1,Energy supply,Electricity supply,Tariffs for industry
1052,96.9,Installation of equipment,Electricity supply,Preferential tariffs
1116,51.9,Energy supply,Gas supply,Combined tariffs
2900,89.8,Servicing,Water supply,Individual tariffs
2266,56.7,Installation of equipment,Gas supply,Combined tariffs
2142,87.8,Servicing,Drainage,Individual tariffs
595,82.5,Installation of equipment,Heating,Combined tariffs
3335,98.6,Servicing,Electricity supply,Discounted rates
3195,51.0,Repair,Water supply,Preferential tariffs
2235,90.1,Consulting,Heating,Tariffs for industry
3095,53.0,Energy supply,Heating,Standard tariffs
1517,64.5,Installation of equipment,Drainage,Individual tariffs
3164,82.9,Repair,Electricity supply,Standard tariffs
1384,65.5,Installation of equipment,Gas supply,Economy tariffs
715,94.1,Repair,Water supply,Standard tariffs
2805,70.9,Energy supply,Heating,Individual tariffs
3709,97.5,Energy supply,Water supply,Combined tariffs
703,95.7,Energy supply,Electricity supply,Preferential tariffs
2021,97.2,Servicing,Water supply,Discounted rates
2371,64.6,Consulting,Drainage,Combined tariffs
129,83.2,Consulting,Gas supply,Standard tariffs
2040,74.9,Consulting,Gas supply,Combined tariffs
1694,58.1,Installation of equipment,Electricity supply,Discounted rates
2358,52.6,Servicing,Heating,Preferential tariffs
2198,52.1,Consulting,Electricity supply,Individual tariffs
3068,92.1,Installation of equipment,Water supply,Standard tariffs
3875,52.4,Installation of equipment,Gas supply,Discounted rates
2592,94.0,Consulting,Gas supply,Standard tariffs
3883,80.3,Energy supply,Water supply,Individual tariffs
3922,53.3,Energy supply,Electricity supply,Preferential tariffs
193,75.1,Installation of equipment,Electricity supply,Discounted rates
3139,79.1,Consulting,Heating,Economy tariffs
1656,66.5,Servicing,Electricity supply,Individual tariffs
879,95.5,Servicing,Electricity supply,Standard tariffs
1773,69.0,Consulting,Drainage,Discounted rates
242,98.2,Servicing,Electricity supply,Combined tariffs
3532,94.5,Installation of equipment,Heating,Individual tariffs
3830,79.9,Energy supply,Water supply,Preferential tariffs
2114,94.7,Installation of equipment,Drainage,Standard tariffs
322,57.5,Consulting,Heating,Combined tariffs
430,80.8,Servicing,Electricity supply,Combined tariffs
1588,56.0,Consulting,Gas supply,Preferential tariffs
2246,91.4,Consulting,Drainage,Tariffs for industry
3581,99.5,Energy supply,Heating,Economy tariffs
1515,73.8,Installation of equipment,Heating,Individual tariffs
3043,57.0,Consulting,Water supply,Discounted rates
422,60.2,Repair,Heating,Discounted rates
719,76.3,Energy supply,Heating,Tariffs for industry
499,53.8,Servicing,Water supply,Preferential tariffs
1756,60.7,Servicing,Heating,Discounted rates
1325,51.3,Consulting,Gas supply,Tariffs for industry
854,52.2,Consulting,Electricity supply,Individual tariffs
322,69.6,Repair,Gas supply,Discounted rates
445,99.6,Repair,Heating,Economy tariffs
1209,62.2,Repair,Water supply,Individual tariffs
300,97.3,Repair,Heating,Combined tariffs
1764,68.1,Energy supply,Electricity supply,Individual tariffs
1567,55.5,Servicing,Heating,Economy tariffs
187,86.0,Installation of equipment,Gas supply,Individual tariffs
3394,55.3,Installation of equipment,Heating,Individual tariffs
2082,50.4,Energy supply,Gas supply,Individual tariffs
628,54.2,Servicing,Water supply,Combined tariffs
29,61.7,Servicing,Heating,Economy tariffs
1505,66.0,Consulting,Heating,Discounted rates
749,60.9,Consulting,Heating,Combined tariffs
2501,87.0,Repair,Heating,Preferential tariffs
2538,85.5,Installation of equipment,Drainage,Individual tariffs
2653,56.7,Installation of equipment,Gas supply,Discounted rates
521,68.5,Installation of equipment,Heating,Discounted rates
3405,80.0,Servicing,Heating,Combined tariffs
3313,61.5,Consulting,Water supply,Combined tariffs
2448,77.2,Consulting,Electricity supply,Tariffs for industry
1922,72.7,Servicing,Electricity supply,Discounted rates
3261,73.5,Installation of equipment,Drainage,Preferential tariffs
3863,54.4,Servicing,Heating,Combined tariffs
430,58.6,Installation of equipment,Water supply,Individual tariffs
1570,69.8,Installation of equipment,Gas supply,Preferential tariffs
654,56.2,Consulting,Gas supply,Preferential tariffs
2355,65.6,Repair,Heating,Discounted rates
501,94.9,Energy supply,Electricity supply,Standard tariffs
1059,83.0,Servicing,Heating,Tariffs for industry
2464,80.5,Consulting,Heating,Tariffs for industry
3255,74.3,Installation of equipment,Gas supply,Tariffs for industry
472,64.8,Repair,Electricity supply,Preferential tariffs
1590,76.3,Consulting,Electricity supply,Preferential tariffs
2259,65.4,Repair,Heating,Individual tariffs
2602,53.8,Repair,Heating,Economy tariffs
333,53.1,Servicing,Electricity supply,Preferential tariffs
1893,97.8,Repair,Electricity supply,Economy tariffs
2663,90.4,Repair,Electricity supply,Combined tariffs
1576,71.0,Servicing,Electricity supply,Discounted rates
2629,95.1,Consulting,Electricity supply,Preferential tariffs
3288,90.9,Repair,Electricity supply,Preferential tariffs
3740,87.3,Energy supply,Heating,Discounted rates
2368,68.3,Consulting,Water supply,Individual tariffs
1521,89.7,Energy supply,Electricity supply,Tariffs for industry
2683,94.5,Energy supply,Gas supply,Individual tariffs
659,74.8,Consulting,Water supply,Preferential tariffs
1132,81.2,Repair,Heating,Preferential tariffs
2540,56.3,Repair,Heating,Combined tariffs
3973,75.9,Installation of equipment,Drainage,Economy tariffs
1595,88.8,Servicing,Drainage,Discounted rates
1184,83.7,Installation of equipment,Drainage,Discounted rates
1738,56.5,Consulting,Electricity supply,Standard tariffs
3929,81.7,Servicing,Drainage,Tariffs for industry
2553,52.6,Installation of equipment,Heating,Preferential tariffs
1934,78.2,Repair,Electricity supply,Individual tariffs
2277,71.9,Installation of equipment,Water supply,Tariffs for industry
426,84.2,Servicing,Drainage,Preferential tariffs
1314,97.8,Energy supply,Water supply,Preferential tariffs
758,80.4,Installation of equipment,Water supply,Combined tariffs
15,89.8,Repair,Water supply,Economy tariffs
1727,84.5,Energy supply,Heating,Tariffs for industry
122,60.5,Energy supply,Gas supply,Tariffs for industry
1184,51.4,Energy supply,Water supply,Discounted rates
1803,53.1,Repair,Heating,Economy tariffs
2092,76.7,Installation of equipment,Drainage,Individual tariffs
2338,67.8,Energy supply,Gas supply,Preferential tariffs
1559,58.0,Repair,Water supply,Economy tariffs
1557,55.4,Servicing,Heating,Standard tariffs
3579,55.6,Repair,Water supply,Tariffs for industry
3739,62.2,Energy supply,Gas supply,Preferential tariffs
3994,58.9,Consulting,Water supply,Combined tariffs
750,52.3,Consulting,Water supply,Discounted rates
1696,87.4,Servicing,Heating,Discounted rates
2220,77.6,Energy supply,Gas supply,Economy tariffs
69,88.1,Repair,Gas supply,Preferential tariffs
2649,88.8,Consulting,Gas supply,Combined tariffs
2796,63.8,Repair,Electricity supply,Economy tariffs
1196,60.1,Installation of equipment,Water supply,Discounted rates
1865,66.3,Energy supply,Electricity supply,Standard tariffs
83,60.6,Installation of equipment,Water supply,Economy tariffs
815,62.1,Servicing,Gas supply,Economy tariffs
3122,78.6,Energy supply,Gas supply,Preferential tariffs
2864,88.1,Repair,Gas supply,Discounted rates
1546,73.8,Energy supply,Heating,Combined tariffs
2507,66.4,Consulting,Drainage,Economy tariffs
260,76.3,Repair,Electricity supply,Individual tariffs
1283,54.3,Installation of equipment,Heating,Preferential tariffs
1488,93.5,Repair,Electricity supply,Tariffs for industry
1403,95.8,Servicing,Water supply,Tariffs for industry
458,72.5,Installation of equipment,Electricity supply,Individual tariffs
1926,99.9,Installation of equipment,Water supply,Combined tariffs
1035,66.8,Servicing,Heating,Preferential tariffs
1634,92.5,Energy supply,Heating,Combined tariffs
1837,98.3,Energy supply,Water supply,Tariffs for industry
2722,53.3,Energy supply,Electricity supply,Individual tariffs
1523,81.1,Installation of equipment,Heating,Individual tariffs
1896,94.4,Repair,Water supply,Tariffs for industry
1749,78.1,Repair,Heating,Preferential tariffs
3295,52.5,Servicing,Electricity supply,Combined tariffs
1300,81.7,Installation of equipment,Water supply,Tariffs for industry
90,55.1,Installation of equipment,Water supply,Combined tariffs
3700,78.6,Energy supply,Heating,Discounted rates
203,56.6,Energy supply,Heating,Individual tariffs
821,92.8,Installation of equipment,Drainage,Economy tariffs
1592,89.6,Repair,Heating,Combined tariffs
1828,73.7,Repair,Electricity supply,Preferential tariffs
476,51.3,Installation of equipment,Water supply,Discounted rates
647,69.4,Energy supply,Drainage,Combined tariffs
2233,90.6,Servicing,Water supply,Discounted rates
2017,70.1,Installation of equipment,Heating,Economy tariffs
